stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
2818,2818,"50 Street & 55 Avenue",,  53.491449,-113.418325,1EDM,,0,
2819,2819,"50 Street & Eleniak Road",,  53.500939,-113.418057,1EDM,,0,
2820,2820,"Calgary Trail SB & 55 Avenue",,  53.492138,-113.496165,1EDM,,0,
2821,2821,"104 Street & 82 Avenue",,  53.517670,-113.497740,1EDM,,0,
2822,2822,"112 Street & 86 Avenue",,  53.521500,-113.520718,1EDM,,0,
2823,2823,"88 Street & 58 Avenue",,  53.493865,-113.462675,1EDM,,0,
2824,2824,"99 Street & 83 Avenue",,  53.518957,-113.486016,1EDM,,0,
2825,2825,"Scona Road & 95 Avenue",,  53.532821,-113.485704,1EDM,,0,
2826,2826,"86 Street & Davies Road",,  53.493880,-113.454370,1EDM,,0,
2827,2827,"99 Street & 68 Avenue",,  53.505145,-113.486051,1EDM,,0,
2828,2828,"99 Street & 74 Avenue",,  53.509948,-113.486296,1EDM,,0,
2829,2829,"99 Street & 89 Avenue",,  53.524773,-113.485984,1EDM,,0,
2830,2830,"111 Street & 57 Avenue",,  53.494038,-113.515882,1EDM,,0,
2831,2831,"99 Street & 69 Avenue",,  53.505215,-113.486373,1EDM,,0,
2832,2832,"99 Street & 60 Avenue",,  53.496228,-113.486052,1EDM,,0,
2833,2833,"110 Street & 57 Avenue",,  53.494126,-113.515543,1EDM,,0,
2834,2834,"112 Street & 82 Avenue",,  53.518030,-113.519851,1EDM,,0,
2835,2835,"Scona Road & 96 Avenue",,  53.534674,-113.484033,1EDM,,0,
2836,2836,"Allard Way & 51 Avenue",,  53.489642,-113.497541,1EDM,,0,
2837,2837,"99 Street & 63 Avenue",,  53.499997,-113.487723,1EDM,,0,
2838,2838,"106 Street & 66 Avenue",,  53.502386,-113.504344,1EDM,,0,
2839,2839,"104 Street & 79 Avenue",,  53.515592,-113.497395,1EDM,,0,
2840,2840,"99 Street & 81 Avenue",,  53.517186,-113.486305,1EDM,,0,
2841,2841,"94 Street & Connors Road",,  53.531454,-113.471585,1EDM,,0,
2842,2842,"106 Street & 47 Avenue",,  53.484753,-113.504940,1EDM,,0,
2843,2843,"106 Street & 76 Avenue",,  53.511960,-113.504502,1EDM,,0,
2844,2844,"116 Street & 87 Avenue",,  53.522775,-113.528289,1EDM,,0,
2845,2845,"105 Street & 82 Avenue",,  53.518163,-113.500843,1EDM,,0,
2846,2846,"105 Street & 56 Avenue",,  53.493294,-113.501042,1EDM,,0,
2847,2847,"106 Street & 69 Avenue",,  53.505985,-113.504340,1EDM,,0,
2848,2848,"91 Street & 82 Avenue",,  53.517941,-113.466859,1EDM,,0,
2849,2849,"104 Street & 81 Avenue",,  53.517378,-113.497396,1EDM,,0,
2850,2850,"99 Street & 92 Avenue",,  53.527093,-113.485981,1EDM,,0,
2851,2851,"116 Street & 87 Avenue",,  53.523009,-113.531165,1EDM,,0,
2852,2852,"109 Street & 63 Avenue",,  53.500356,-113.511827,1EDM,,0,
2853,2853,"101 Street & 82 Avenue",,  53.518167,-113.491784,1EDM,,0,
2854,2854,"109 Street & 74 Avenue",,  53.510637,-113.511885,1EDM,,0,
2855,2855,"99 Street & 66 Avenue",,  53.503144,-113.486078,1EDM,,0,
2856,2856,"115 Street & 76 Avenue",,  53.512201,-113.528451,1EDM,,0,
2857,2857,"107 Street & 47 Avenue",,  53.484749,-113.507394,1EDM,,0,
2858,2858,"Allard Way & 54 Avenue",,  53.491562,-113.497730,1EDM,,0,
2859,2859,"99 Street & 63 Avenue",,  53.501089,-113.486082,1EDM,,0,
2860,2860,"104 Street & 82 Avenue",,  53.517983,-113.497133,1EDM,,0,
2861,2861,"109 Street & 76 Avenue",,  53.512715,-113.511856,1EDM,,0,
2862,2862,"99 Street & 89 Avenue",,  53.524238,-113.486185,1EDM,,0,
2863,2863,"114 Street & 76 Avenue",,  53.512194,-113.525145,1EDM,,0,
2864,2864,"102 Street & 82 Avenue",,  53.517963,-113.493499,1EDM,,0,
2865,2865,"107 Street & 47 Avenue",,  53.485151,-113.507757,1EDM,,0,
2866,2866,"104 Street & Saskatchewan Drive",,  53.523358,-113.497081,1EDM,,0,
2867,2867,"106 Street & 61 Avenue",,  53.497390,-113.504521,1EDM,,0,
2868,2868,"97 Street & 60 Avenue",,  53.496120,-113.479309,1EDM,,0,
2869,2869,"Allard Way & 55 Avenue",,  53.492335,-113.498256,1EDM,,0,
2870,2870,"99 Street & 87 Avenue",,  53.523007,-113.486005,1EDM,,0,
2871,2871,"104 Street & 61 Avenue",,  53.497546,-113.497774,1EDM,,0,
2872,2872,"109 Street & 74 Avenue",,  53.510064,-113.512199,1EDM,,0,
2874,2874,"99 Street & 56 Avenue",,  53.492266,-113.486006,1EDM,,0,
2875,2875,"109 Street & 82 Avenue",,  53.518886,-113.511877,1EDM,,0,
2876,2876,"48 Street & 55 Avenue",,  53.491795,-113.414079,1EDM,,0,
2878,2878,"99 Street & 85 Avenue",,  53.520635,-113.486216,1EDM,,0,
2879,2879,"106 Street & 56 Avenue",,  53.493632,-113.504294,1EDM,,0,
2880,2880,"111 Street & 65 Avenue",,  53.502025,-113.517090,1EDM,,0,
2881,2881,"99 Street & 67 Avenue",,  53.503300,-113.486394,1EDM,,0,
2882,2882,"112 Street & 87 Avenue",,  53.522951,-113.521708,1EDM,,0,
2883,2883,"Scona Road & 94 Avenue",,  53.531332,-113.485479,1EDM,,0,
2885,2885,"113 Street & 65 Avenue",,  53.502115,-113.522672,1EDM,,0,
2886,2886,"109 Street & 72 Avenue",,  53.508788,-113.511883,1EDM,,0,
2887,2887,"106 Street & 60A Avenue",,  53.496522,-113.504331,1EDM,,0,
2888,2888,"106 Street & 51 Avenue",,  53.487873,-113.504480,1EDM,,0,
2889,2889,"109 Street & 76 Avenue",,  53.511909,-113.512226,1EDM,,0,
2890,2890,"114 Street & 89 Avenue",,  53.524639,-113.525456,1EDM,,0,
2891,2891,"104 Street & 82 Avenue",,  53.518173,-113.498209,1EDM,,0,
2892,2892,"76 Street & 95 Avenue",,  53.533930,-113.444754,1EDM,,0,
2893,2893,"107 Street & 82 Avenue",,  53.518192,-113.506744,1EDM,,0,
2895,2895,"109 Street & 60 Avenue",,  53.496890,-113.511981,1EDM,,0,
2896,2896,"104 Street & 84 Avenue",,  53.519778,-113.497698,1EDM,,0,
2897,2897,"106 Street & 76 Avenue",,  53.512236,-113.503913,1EDM,,0,
2898,2898,"103 Street & 63 Avenue",,  53.499983,-113.494912,1EDM,,0,
2899,2899,"107 Street & Saskatchewan Drive",,  53.523272,-113.505911,1EDM,,0,
2901,2901,"57 Street & 76 Avenue",,  53.512494,-113.423416,1EDM,,0,
2902,2902,"71 Street & Girard Road",,  53.509232,-113.436997,1EDM,,0,
2903,2903,"75 Street & 76 Avenue",,  53.512192,-113.441200,1EDM,,0,
2904,2904,"71 Street & Girard Road",,  53.508968,-113.436821,1EDM,,0,
2905,2905,"67 Street & 76 Avenue",,  53.512346,-113.428411,1EDM,,0,
2906,2906,"Cliff Crescent & Maple Ridge Drive",,  53.499152,-113.361673,1EDM,,0,
2907,2907,"Maple Ridge Drive & Ridgeway Drive",,  53.502253,-113.359654,1EDM,,0,
2908,2908,"85 Street & 95 Avenue",,  53.532113,-113.457389,1EDM,,0,
2909,2909,"18 Street & 77 Avenue",,  53.514868,-113.372514,1EDM,,0,
2910,2910,"Bonnie Doon Mall",,  53.520952,-113.456215,1EDM,,0,
2911,2911,"57 Street & 76 Avenue",,  53.512397,-113.423475,1EDM,,0,
2912,2912,"Maple Terrace & Oak Ridge Drive",,  53.503158,-113.361464,1EDM,,0,
2913,2913,"49 Street & 76 Avenue",,  53.512538,-113.416871,1EDM,,0,
2914,2914,"Maple Terrace & Willowdale Drive",,  53.504834,-113.359033,1EDM,,0,
2915,2915,"61 Street & 95 Avenue",,  53.534792,-113.426254,1EDM,,0,
2916,2916,"57 Street & 101 Avenue",,  53.541104,-113.426001,1EDM,,0,
2917,2917,"Gateway Boulevard & 51 Avenue",,  53.488056,-113.488272,1EDM,,0,
2918,2918,"50 Street & 68 Avenue",,  53.505267,-113.418071,1EDM,,0,
2919,2919,"50 Street & 93 Avenue",,  53.529943,-113.418793,1EDM,,0,
2921,2921,"114 Street & 78 Avenue",,  53.514230,-113.526005,1EDM,,0,
2922,2922,"112 Street & 57 Avenue",,  53.494812,-113.520624,1EDM,,0,
2923,2923,"114 Street & 56 Avenue",,  53.493282,-113.525730,1EDM,,0,
2924,2924,"122A Street & 51 Avenue",,  53.488350,-113.542668,1EDM,,0,
2925,2925,"122 Street & 53 Avenue",,  53.490970,-113.541278,1EDM,,0,
2926,2926,"22 Street & 80 Avenue",,  53.516292,-113.377604,1EDM,,0,
2927,2927,"18 Street & 80 Avenue",,  53.516300,-113.373242,1EDM,,0,
2928,2928,"Gateway Boulevard & Whitemud Drive",,  53.481104,-113.492663,1EDM,,0,
2929,2929,"123 Street & 63 Avenue",,  53.500431,-113.542812,1EDM,,0,
2930,2930,"18 Street & 76 Avenue",,  53.512529,-113.372555,1EDM,,0,
2931,2931,"22 Street & 80 Avenue",,  53.516211,-113.377159,1EDM,,0,
2932,2932,"25 Street & 80 Avenue",,  53.516209,-113.380449,1EDM,,0,
2933,2933,"116 Street & 51 Avenue",,  53.488370,-113.532133,1EDM,,0,
2934,2934,"111A Street & 57 Avenue",,  53.494042,-113.518059,1EDM,,0,
2935,2935,"114 Street & 54A Avenue",,  53.490995,-113.524382,1EDM,,0,
2936,2936,"117 Street & 85 Avenue",,  53.521123,-113.532407,1EDM,,0,
2937,2937,"113A Street & Malmo Road",,  53.485223,-113.524095,1EDM,,0,
2938,2938,"124 Street & 49 Avenue",,  53.487024,-113.546368,1EDM,,0,
2939,2939,"114 Street & 51 Avenue",,  53.488683,-113.523898,1EDM,,0,
2941,2941,"115 Street & 51 Avenue",,  53.488177,-113.528005,1EDM,,0,
2942,2942,"122 Street & 51 Avenue",,  53.488197,-113.540292,1EDM,,0,
2943,2943,"25 Street & 76 Avenue",,  53.512677,-113.381263,1EDM,,0,
2944,2944,"114 Street & 74 Avenue",,  53.510514,-113.525672,1EDM,,0,
2945,2945,"124 Street & Lansdowne Drive",,  53.485001,-113.542560,1EDM,,0,
2946,2946,"114 Street & 56 Avenue",,  53.492760,-113.525571,1EDM,,0,
2947,2947,"117 Street & 83 Avenue",,  53.518969,-113.532324,1EDM,,0,
2948,2948,"116 Street & 92 Avenue",,  53.527643,-113.530750,1EDM,,0,
2949,2949,"Malmo Road & 51 Avenue",,  53.488155,-113.522083,1EDM,,0,
2950,2950,"25 Street & 80 Avenue",,  53.515641,-113.381430,1EDM,,0,
2951,2951,"33 Street & 76 Avenue",,  53.512363,-113.388970,1EDM,,0,
2952,2952,"83 Street & 84 Avenue",,  53.519703,-113.455322,1EDM,,0,
2953,2953,"113 Street & 71 Avenue",,  53.507436,-113.524094,1EDM,,0,
2954,2954,"Gateway Boulevard & Whitemud Drive",,  53.482540,-113.491883,1EDM,,0,
2955,2955,"119 Street & 87 Avenue",,  53.523394,-113.536150,1EDM,,0,
2956,2956,"114 Street & 74 Avenue",,  53.509842,-113.525984,1EDM,,0,
2957,2957,"129 Street & 63 Avenue",,  53.498839,-113.550568,1EDM,,0,
2958,2958,"126 Street & 63 Avenue",,  53.500204,-113.545663,1EDM,,0,
2959,2959,"113 Street & 72 Avenue",,  53.507940,-113.524197,1EDM,,0,
2961,2961,"115 Street & 51 Avenue",,  53.487937,-113.528894,1EDM,,0,
2962,2962,"122 Street & 63 Avenue",,  53.499932,-113.541305,1EDM,,0,
2964,2964,"Malmo Road & 50 Avenue",,  53.486685,-113.522660,1EDM,,0,
2965,2965,"122 Street & 53 Avenue",,  53.491691,-113.540987,1EDM,,0,
2966,2966,"111A Street & 57 Avenue",,  53.494124,-113.518122,1EDM,,0,
2967,2967,"116 Street & 91 Avenue",,  53.526058,-113.530726,1EDM,,0,
2968,2968,"50 Street & Roper Road",,  53.496213,-113.418022,1EDM,,0,
2969,2969,"University Station",,  53.524940,-113.522258,1EDM,,0,
2970,2970,"50 Street & Eleniak Road",,  53.500258,-113.418366,1EDM,,0,
2971,2971,"117 Street & University Avenue",,  53.517658,-113.532166,1EDM,,0,
2972,2972,"127 Street & 62 Avenue",,  53.497708,-113.545547,1EDM,,0,
2973,2973,"122 Street & 48 Avenue",,  53.485979,-113.541020,1EDM,,0,
2974,2974,"104 Street & 73 Avenue",,  53.508703,-113.497819,1EDM,,0,
2975,2975,"124 Street & 62 Avenue",,  53.497693,-113.543312,1EDM,,0,
2976,2976,"113A Street & 57 Avenue",,  53.494840,-113.523189,1EDM,,0,
2977,2977,"Malmo Road & 49 Avenue",,  53.487087,-113.522819,1EDM,,0,
2978,2978,"116 Street & Belgravia Road",,  53.506428,-113.532227,1EDM,,0,
2979,2979,"50 Street & 68 Avenue",,  53.504436,-113.418380,1EDM,,0,
2980,2980,"115 Street & 51 Avenue",,  53.488366,-113.529427,1EDM,,0,
2981,2981,"122 Street & 63 Avenue",,  53.500335,-113.541752,1EDM,,0,
2982,2982,"114 Street & 83 Avenue",,  53.519815,-113.525348,1EDM,,0,
2983,2983,"123 Street & 51 Avenue",,  53.488168,-113.543187,1EDM,,0,
2984,2984,"122 Street & 48 Avenue",,  53.484947,-113.541314,1EDM,,0,
2985,2985,"50 Street & 94B Avenue",,  53.533597,-113.418758,1EDM,,0,
2987,2987,"113A Street & Malmo Road",,  53.485180,-113.523924,1EDM,,0,
2988,2988,"116 Street & Belgravia Road",,  53.507030,-113.531897,1EDM,,0,
2989,2989,"120 Street & Windsor Road",,  53.526811,-113.537387,1EDM,,0,
2990,2990,"50 Street & 92 Avenue",,  53.527587,-113.418417,1EDM,,0,
2991,2991,"116 Street & 51 Avenue",,  53.488170,-113.531301,1EDM,,0,
2992,2992,"122 Street & 63 Avenue",,  53.500775,-113.540934,1EDM,,0,
2993,2993,"126 Street & 63 Avenue",,  53.500077,-113.546682,1EDM,,0,
2994,2994,"113A Street & 57 Avenue",,  53.494731,-113.524069,1EDM,,0,
2995,2995,"127 Street & 62 Avenue",,  53.497779,-113.546636,1EDM,,0,
2996,2996,"114 Street & 53 Avenue",,  53.489488,-113.524093,1EDM,,0,
2997,2997,"115 Street & 48 Avenue",,  53.485418,-113.528893,1EDM,,0,
2998,2998,"115 Street & 48 Avenue",,  53.485937,-113.528750,1EDM,,0,
3002,3002,"Lakewood Transit Centre",,  53.458582,-113.445411,1EDM,,0,
3003,3003,"Lakewood Transit Centre",,  53.458579,-113.445107,1EDM,,0,
3004,3004,"Lakewood Transit Centre",,  53.458568,-113.444795,1EDM,,0,
3005,3005,"Lakewood Transit Centre",,  53.458558,-113.444412,1EDM,,0,
3006,3006,"Lakewood Transit Centre",,  53.458555,-113.444127,1EDM,,0,
3007,3007,"Lakewood Transit Centre",,  53.458536,-113.444365,1EDM,,0,
3008,3008,"Lakewood Transit Centre",,  53.458539,-113.444674,1EDM,,0,
3009,3009,"Lakewood Transit Centre",,  53.458544,-113.444981,1EDM,,0,
3010,3010,"Lakewood Transit Centre",,  53.458550,-113.445336,1EDM,,0,
3011,3011,"Lakewood Transit Centre",,  53.458553,-113.445660,1EDM,,0,
3012,3012,"Lakewood Transit Centre",,  53.458543,-113.445898,1EDM,,0,
3014,3014,"50 Street & 28 Avenue",,  53.459242,-113.423197,1EDM,,0,
3015,3015,"21 Street & 43A Avenue",,  53.478479,-113.375978,1EDM,,0,
3016,3016,"Silver Berry Road & 32 Avenue",,  53.462015,-113.386700,1EDM,,0,
3017,3017,"34 Street & Kaufman Way",,  53.467234,-113.393975,1EDM,,0,
3018,3018,"34 Street & 28A Avenue",,  53.459321,-113.393004,1EDM,,0,
3019,3019,"31A Street & 34B Avenue",,  53.466481,-113.388451,1EDM,,0,
3020,3020,"Mill Woods Road E & 23 Avenue",,  53.455572,-113.410181,1EDM,,0,
3021,3021,"Mill Woods Road & 23 Avenue",,  53.452497,-113.448298,1EDM,,0,
3022,3022,"Mill Woods Road & 23 Avenue",,  53.452629,-113.448090,1EDM,,0,
3023,3023,"Mill Woods Road & Knottwood Road N",,  53.449191,-113.450275,1EDM,,0,
3024,3024,"Mill Woods Road & Knottwood Road N",,  53.449507,-113.449071,1EDM,,0,
3025,3025,"78 Street & Knottwood Road N",,  53.449941,-113.452679,1EDM,,0,
3026,3026,"Mill Woods Road & Knottwood Road N",,  53.448599,-113.450432,1EDM,,0,
3027,3027,"82 Street & Knottwood Road N",,  53.450025,-113.457249,1EDM,,0,
3028,3028,"78 Street & Knottwood Road N",,  53.449548,-113.451812,1EDM,,0,
3029,3029,"85 Street & Knottwood Road N",,  53.449844,-113.460572,1EDM,,0,
3030,3030,"81 Street & Knottwood Road N",,  53.450156,-113.455312,1EDM,,0,
3031,3031,"Knottwood Road W & 19 Avenue",,  53.448235,-113.462030,1EDM,,0,
3032,3032,"85 Street & Knottwood Road N",,  53.449912,-113.459200,1EDM,,0,
3033,3033,"Knottwood Road W & 16 Avenue",,  53.445320,-113.462546,1EDM,,0,
3034,3034,"Knottwood Road W & 19 Avenue",,  53.448834,-113.461719,1EDM,,0,
3035,3035,"88 Street & Knottwood Road S",,  53.443173,-113.462126,1EDM,,0,
3036,3036,"Knottwood Road W & 16 Avenue",,  53.445931,-113.461415,1EDM,,0,
3037,3037,"82 Street & Knottwood Road S",,  53.442538,-113.457279,1EDM,,0,
3038,3038,"85 Street & Knottwood Road S",,  53.442581,-113.460734,1EDM,,0,
3039,3039,"80 Street & Knottwood Road S",,  53.442846,-113.455106,1EDM,,0,
3040,3040,"80 Street & Knottwood Road S",,  53.442847,-113.456238,1EDM,,0,
3041,3041,"77 Street & Knottwood Road S",,  53.442769,-113.452512,1EDM,,0,
3042,3042,"77 Street & Knottwood Road S",,  53.442927,-113.453271,1EDM,,0,
3043,3043,"75 Street & Knottwood Road S",,  53.442184,-113.448456,1EDM,,0,
3044,3044,"75 Street & Knottwood Road S",,  53.442639,-113.450552,1EDM,,0,
3045,3045,"Knottwood Road E & 12 Avenue",,  53.443022,-113.443702,1EDM,,0,
3046,3046,"Knottwood Road S & 12 Avenue",,  53.442429,-113.445330,1EDM,,0,
3048,3048,"Knottwood Road E & Mill Woods Road S",,  53.445186,-113.442869,1EDM,,0,
3051,3051,"80 Street & Mill Woods Road S",,  53.446733,-113.451418,1EDM,,0,
3054,3054,"74 Street & Knottwood Road N",,  53.449185,-113.447215,1EDM,,0,
3056,3056,"72 Street & Knottwood Road N",,  53.450603,-113.443067,1EDM,,0,
3058,3058,"Knottwood Road E & 19 Avenue",,  53.449550,-113.440289,1EDM,,0,
3060,3060,"Knottwood Road E & 17 Avenue",,  53.447999,-113.440783,1EDM,,0,
3061,3061,"Knottwood Road E & Mill Woods Road S",,  53.445615,-113.442231,1EDM,,0,
3062,3062,"Knottwood Road E & Mill Woods Road S",,  53.445938,-113.442803,1EDM,,0,
3064,3064,"66 Street & Mill Woods Road S",,  53.446348,-113.437557,1EDM,,0,
3065,3065,"54 Street & Mill Woods Road S",,  53.445175,-113.424518,1EDM,,0,
3066,3066,"62 Street & Mill Woods Road S",,  53.445867,-113.432533,1EDM,,0,
3067,3067,"54 Street & 14 Avenue",,  53.442979,-113.423534,1EDM,,0,
3068,3068,"54 Street & Mill Woods Road S",,  53.445565,-113.424928,1EDM,,0,
3069,3069,"55 Street & 11A Avenue",,  53.440635,-113.424108,1EDM,,0,
3070,3070,"54 Street & 14 Avenue",,  53.443462,-113.423612,1EDM,,0,
3071,3071,"58 Street & 11A Avenue",,  53.440513,-113.428968,1EDM,,0,
3072,3072,"55 Street & 11A Avenue",,  53.440867,-113.423363,1EDM,,0,
3073,3073,"61 Street & 11A Avenue",,  53.440769,-113.431816,1EDM,,0,
3074,3074,"58 Street & 11A Avenue",,  53.440405,-113.428135,1EDM,,0,
3075,3075,"62 Street & 12 Avenue",,  53.441874,-113.432914,1EDM,,0,
3076,3076,"61 Street & 11A Avenue",,  53.440480,-113.431113,1EDM,,0,
3077,3077,"62 Street & 14 Avenue",,  53.443827,-113.432051,1EDM,,0,
3078,3078,"62 Street & 12 Avenue",,  53.441222,-113.432718,1EDM,,0,
3079,3079,"62 Street & Mill Woods Road S",,  53.446068,-113.431383,1EDM,,0,
3080,3080,"62 Street & 14 Avenue",,  53.443331,-113.432497,1EDM,,0,
3081,3081,"62 Street & 17A Avenue",,  53.447367,-113.431546,1EDM,,0,
3082,3082,"62 Street & Mill Woods Road S",,  53.445376,-113.431606,1EDM,,0,
3083,3083,"62 Street & 19 Avenue",,  53.449632,-113.431561,1EDM,,0,
3084,3084,"62 Street & 18 Avenue",,  53.447790,-113.431812,1EDM,,0,
3085,3085,"61 Street & 19A Avenue",,  53.450526,-113.429875,1EDM,,0,
3086,3086,"61 Street & 19A Avenue",,  53.450170,-113.431152,1EDM,,0,
3087,3087,"58 Street & 23 Avenue",,  53.453708,-113.430588,1EDM,,0,
3088,3088,"57 Street & 19A Avenue",,  53.450736,-113.428712,1EDM,,0,
3089,3089,"66 Street & 27 Avenue",,  53.456637,-113.434188,1EDM,,0,
3090,3090,"58 Street & 23 Avenue",,  53.453477,-113.429544,1EDM,,0,
3091,3091,"97 Street & 34 Avenue",,  53.466745,-113.479655,1EDM,,0,
3092,3092,"66 Street & 23 Avenue",,  53.453395,-113.433060,1EDM,,0,
3093,3093,"Parsons Road & 34 Avenue",,  53.468379,-113.485930,1EDM,,0,
3095,3095,"66 Street & Mill Woods Road S",,  53.446070,-113.435971,1EDM,,0,
3096,3096,"Kaasa Road & Kramer Place",,  53.470199,-113.397318,1EDM,,0,
3097,3097,"Parsons Road & 21 Avenue",,  53.451358,-113.481570,1EDM,,0,
3098,3098,"99 Street & 37 Avenue",,  53.472059,-113.485939,1EDM,,0,
3099,3099,"Parsons Road & 31 Avenue",,  53.463097,-113.485920,1EDM,,0,
3100,3100,"102 Street & 15 Avenue",,  53.442694,-113.491572,1EDM,,0,
3101,3101,"Parsons Road & 13 Avenue",,  53.441322,-113.483724,1EDM,,0,
3102,3102,"94 Street & 19 Avenue",,  53.449835,-113.470890,1EDM,,0,
3103,3103,"50 Street & 34 Avenue",,  53.465751,-113.419783,1EDM,,0,
3104,3104,"31A Street & 34A Avenue",,  53.466330,-113.388036,1EDM,,0,
3105,3105,"23 Street & 37A Avenue",,  53.473220,-113.376409,1EDM,,0,
3106,3106,"Silver Berry Road & 30 Avenue",,  53.460819,-113.385895,1EDM,,0,
3107,3107,"Karl Clark Road & 17 Avenue",,  53.447898,-113.476291,1EDM,,0,
3108,3108,"66 Street & 19 Avenue",,  53.449956,-113.435280,1EDM,,0,
3109,3109,"85 Street & 23 Avenue",,  53.452012,-113.460357,1EDM,,0,
3110,3110,"94 Street & 17 Avenue",,  53.447523,-113.469900,1EDM,,0,
3111,3111,"92 Street & 28 Avenue",,  53.458818,-113.471182,1EDM,,0,
3112,3112,"34 Street & 23 Avenue",,  53.454576,-113.393667,1EDM,,0,
3113,3113,"Kaasa Road & Kaufman Way",,  53.468199,-113.397384,1EDM,,0,
3114,3114,"50 Street & 25 Avenue",,  53.456509,-113.420783,1EDM,,0,
3115,3115,"92 Street & 28 Avenue",,  53.458711,-113.470126,1EDM,,0,
3116,3116,"34 Street & 23 Avenue",,  53.453955,-113.394543,1EDM,,0,
3117,3117,"23 Street & 38 Avenue",,  53.476398,-113.378143,1EDM,,0,
3118,3118,"250 Karl Clark Road",,  53.445681,-113.475725,1EDM,,0,
3119,3119,"98 Street & 21 Avenue",,  53.451496,-113.484957,1EDM,,0,
3120,3120,"93 Street & 34 Avenue",,  53.466122,-113.475383,1EDM,,0,
3121,3121,"Hewes Way & 28 Avenue",,  53.458328,-113.428492,1EDM,,0,
3122,3122,"Hewes Way & 27 Avenue",,  53.458085,-113.428133,1EDM,,0,
3123,3123,"32 Street & 24 Avenue",,  53.454817,-113.386337,1EDM,,0,
3124,3124,"17 Street & 38 Avenue",,  53.477229,-113.370081,1EDM,,0,
3125,3125,"17 Street & Tamarack Gate",,  53.472357,-113.367743,1EDM,,0,
3126,3126,"Hewes Way & 23 Avenue",,  53.454820,-113.424381,1EDM,,0,
3127,3127,"Hewes Way & 23 Avenue",,  53.454294,-113.424867,1EDM,,0,
3128,3128,"57 Street & 22 Avenue",,  53.453040,-113.427523,1EDM,,0,
3129,3129,"57 Street & 23 Avenue",,  53.453337,-113.427712,1EDM,,0,
3130,3130,"57 Street & 19A Avenue",,  53.451083,-113.428138,1EDM,,0,
3131,3131,"57 Street & 19A Avenue",,  53.451077,-113.428293,1EDM,,0,
3132,3132,"55 Street & 19A Avenue",,  53.450746,-113.425412,1EDM,,0,
3133,3133,"54 Street & 19 Avenue",,  53.450007,-113.424171,1EDM,,0,
3134,3134,"54 Street & 18A Avenue",,  53.449248,-113.423683,1EDM,,0,
3135,3135,"54 Street & 18 Avenue",,  53.448336,-113.424070,1EDM,,0,
3136,3136,"54 Street & 17A Avenue",,  53.447533,-113.424144,1EDM,,0,
3137,3137,"54 Street & 17A Avenue",,  53.447079,-113.424441,1EDM,,0,
3138,3138,"54 Street & Mill Woods Road S",,  53.445820,-113.424443,1EDM,,0,
3139,3139,"54 Street & Mill Woods Road S",,  53.445478,-113.423913,1EDM,,0,
3140,3140,"50 Street & Mill Woods Road S",,  53.445832,-113.420398,1EDM,,0,
3141,3141,"50 Street & Mill Woods Road S",,  53.445863,-113.418167,1EDM,,0,
3142,3142,"48 Street & Mill Woods Road S",,  53.445240,-113.413800,1EDM,,0,
3143,3143,"48 Street & Mill Woods Road S",,  53.444752,-113.413518,1EDM,,0,
3144,3144,"46 Street & Mill Woods Road S",,  53.443815,-113.409929,1EDM,,0,
3145,3145,"48 Street & Mill Woods Road S",,  53.444795,-113.412965,1EDM,,0,
3146,3146,"42 Street & Mill Woods Road S",,  53.442967,-113.407592,1EDM,,0,
3147,3147,"46 Street & Mill Woods Road S",,  53.443405,-113.409277,1EDM,,0,
3148,3148,"Mill Woods Road E & 16A Avenue",,  53.444436,-113.402834,1EDM,,0,
3149,3149,"42 Street & Mill Woods Road S",,  53.442698,-113.406752,1EDM,,0,
3150,3150,"Mill Woods Road E & 17 Avenue",,  53.447334,-113.403185,1EDM,,0,
3151,3151,"Mill Woods Road E & 16A Avenue",,  53.444622,-113.402356,1EDM,,0,
3152,3152,"Mill Woods Road E & 18 Avenue",,  53.449265,-113.407244,1EDM,,0,
3153,3153,"Mill Woods Road E & 17 Avenue",,  53.447434,-113.403005,1EDM,,0,
3154,3154,"Mill Woods Road E & 20 Avenue",,  53.451642,-113.409489,1EDM,,0,
3155,3155,"Mill Woods Road E & 18 Avenue",,  53.449767,-113.407870,1EDM,,0,
3156,3156,"47 Street & 20 Avenue",,  53.451635,-113.413135,1EDM,,0,
3157,3157,"Mill Woods Road E & 20 Avenue",,  53.452033,-113.409997,1EDM,,0,
3158,3158,"48 Street & 19 Avenue",,  53.450172,-113.414473,1EDM,,0,
3159,3159,"47 Street & 20 Avenue",,  53.451376,-113.413878,1EDM,,0,
3160,3160,"48 Street & 17A Avenue",,  53.447600,-113.413192,1EDM,,0,
3161,3161,"48 Street & 19 Avenue",,  53.449648,-113.414612,1EDM,,0,
3162,3162,"48 Street & Mill Woods Road S",,  53.445377,-113.413121,1EDM,,0,
3163,3163,"48 Street & 17A Avenue",,  53.447081,-113.413240,1EDM,,0,
3164,3164,"48 Street & 13 Avenue",,  53.442837,-113.413339,1EDM,,0,
3165,3165,"48 Street & 13 Avenue",,  53.442313,-113.413133,1EDM,,0,
3166,3166,"45 Street & 12 Avenue",,  53.440566,-113.409528,1EDM,,0,
3167,3167,"45 Street & 12 Avenue",,  53.440308,-113.408505,1EDM,,0,
