from_stop_id,to_stop_id,transfer_type,min_transfer_time
3688525,3690414,2,40
3688525,3690446,2,40
3688525,3690474,2,40
3688526,3685713,2,118
3688526,3685767,2,118
3688526,3685822,2,118
3688526,3690354,2,94
3688526,3690408,2,94
3688527,3685712,2,118
3688527,3685766,2,118
3688527,3685821,2,118
3688530,3690350,2,18
3688530,3690404,2,18
3688531,3690351,2,18
3688531,3690405,2,18
3688531,3690450,2,18
3688531,3690478,2,18
3688532,3685698,2,51
3688532,3685699,2,37
3688532,3685752,2,51
3688532,3685753,2,37
3688532,3685807,2,51
3688532,3685808,2,37
3688532,3690348,2,20
3688532,3690349,2,50
3688532,3690402,2,20
3688532,3690403,2,50
3688532,3690451,2,50
3688532,3690479,2,50
3688533,3685698,2,30
3688533,3685699,2,18
3688533,3685752,2,30
3688533,3685753,2,18
3688533,3685807,2,30
3688533,3685808,2,18
3688533,3690349,2,43
3688533,3690403,2,43
3688533,3690451,2,43
3688533,3690479,2,43
3688543,3687729,2,68
3688543,4364013,2,68
3688543,4364014,2,91
3688544,6263574,2,88
3688545,6263575,2,88
3688546,6263572,2,38
3688548,6640110,2,118
3688548,6640113,2,134
3688548,6640136,2,118
3688548,6640137,2,86
3688548,6640138,2,69
3688549,6640112,2,72
3688549,6640137,2,39
3688549,6640138,2,46
3688551,6640105,2,17
3688551,6640107,2,136
3688551,6640124,2,110
3688551,6640133,2,136
3688551,6640134,2,110
3688554,3446781,2,61
3688554,6575238,2,103
3688554,6640160,2,29
3688555,3446781,2,90
3688555,6575238,2,131
3688555,6640159,2,29
3688556,3446779,2,138
3688556,6575236,2,138
3688556,6575237,2,86
3688556,6640167,2,138
3688557,3446780,2,138
3688557,6575237,2,97
3688558,3446777,2,34
3688559,3446778,2,34
3688560,3446775,2,101
3688560,3446776,2,55
3688560,3689911,2,27
3688561,3446776,2,103
3688561,3689910,2,101
3688561,3689911,2,125
3688562,3689913,2,23
3688563,3689912,2,23
3688564,3689923,2,99
3688564,4035540,2,87
3688567,6869568,2,13
3688567,6869659,2,13
3688567,6869765,2,13
3688567,6869815,2,13
3688567,8007432,2,13
3688567,8303774,2,78
3688567,8303775,2,76
3688568,5150452,2,13
3688568,6869567,2,13
3688568,6869658,2,13
3688568,8007431,2,13
3688568,8303774,2,66
3688568,8303775,2,69
3688569,3689918,2,131
3688569,3689922,2,126
3688569,4035537,2,126
3688569,4035569,2,131
3688569,5150453,2,18
3688569,6869569,2,18
3688569,6869570,2,27
3688569,6869660,2,18
3688569,6869661,2,27
3688569,6869764,2,27
3688569,6869814,2,27
3688569,8007433,2,18
3688569,8007434,2,27
3688569,8303772,2,19
3688569,8303773,2,9
3688570,3689918,2,113
3688570,3689922,2,135
3688570,4035537,2,135
3688570,4035569,2,113
3688570,5150453,2,14
3688570,6869569,2,14
3688570,6869660,2,14
3688570,8007433,2,14
3688570,8303772,2,40
3688570,8303773,2,24
3688571,3689920,2,89
3688571,4035534,2,107
3688571,4035535,2,86
3688571,4036935,2,107
3688571,4036936,2,107
3688571,4614626,2,87
3688571,4614627,2,87
3688571,4614715,2,87
3688571,4614716,2,87
3688571,4614756,2,87
3688571,4889457,2,74
3688571,4889458,2,74
3688571,4889493,2,74
3688571,4889494,2,74
3688571,5150454,2,47
3688571,5747235,2,86
3688571,6869571,2,47
3688571,6869572,2,117
3688571,6869662,2,47
3688571,6869663,2,117
3688571,6869762,2,117
3688571,6869812,2,117
3688571,8007435,2,74
3688571,8007436,2,106
3688571,8303770,2,18
3688571,8303771,2,37
3688572,3689919,2,63
3688572,3689920,2,39
3688572,4035534,2,77
3688572,4035535,2,27
3688572,4036935,2,77
3688572,4036936,2,77
3688572,4614626,2,55
3688572,4614627,2,55
3688572,4614715,2,55
3688572,4614716,2,55
3688572,4614756,2,55
3688572,4889457,2,27
3688572,4889458,2,27
3688572,4889493,2,27
3688572,4889494,2,27
3688572,5150454,2,28
3688572,5747235,2,27
3688572,6869571,2,28
3688572,6869572,2,89
3688572,6869662,2,28
3688572,6869663,2,89
3688572,6869762,2,89
3688572,6869812,2,89
3688572,8007435,2,27
3688572,8007436,2,71
3688572,8303770,2,51
3688572,8303771,2,39
3688573,3689918,2,65
3688573,4035569,2,65
3688573,4889459,2,15
3688573,4889495,2,15
3688573,6869599,2,31
3688573,6869714,2,31
3688573,6869763,2,31
3688573,6869813,2,31
3688573,8007437,2,31
3688574,3689914,2,99
3688574,4035540,2,81
3688574,4035541,2,99
3688575,6640106,2,17
3688575,6640107,2,133
3688575,6640124,2,107
3688575,6640133,2,133
3688575,6640134,2,107
3688577,3687729,2,66
3688577,4364013,2,66
3688577,4364014,2,78
3689892,1873,2,311
3689892,2269,2,311
3689892,4459282,2,106
3689893,1873,2,206
3689893,2269,2,206
3689893,4036617,2,109
3689893,4459282,2,87
3689904,5922203,2,52
3689904,6591433,2,52
3689904,6591434,2,141
3689905,5922184,2,52
3689905,6591434,2,90
3689918,8303773,2,122
3689919,5747235,2,86
3689919,8303770,2,18
3689919,8303771,2,37
3689920,5747235,2,18
3689920,8303770,2,83
3689920,8303771,2,77
3689922,8303772,2,143
3689922,8303773,2,119
3690050,4036627,2,68
3690050,4459271,2,72
3690050,7932048,2,94
3690050,7932049,2,80
3690051,4036627,2,68
3690051,4459271,2,72
3690051,7932048,2,94
3690051,7932049,2,80
3690052,4036627,2,80
3690060,7932054,2,73
3690060,7932055,2,90
3690062,3926340,2,62
3690063,1745,2,233
3690063,2423,2,233
3690063,3926277,2,66
3690063,7920866,2,45
3690063,7920867,2,66
3690065,7920864,2,72
3690065,7920865,2,95
3690067,1751,2,213
3690067,2429,2,213
3690067,4037246,2,21
3690067,7920862,2,21
3690067,7931829,2,21
3690067,7932060,2,51
3690067,7932061,2,40
3690068,1751,2,213
3690068,2429,2,213
3690068,4037246,2,21
3690068,7920862,2,21
3690068,7931829,2,21
3690068,7932060,2,51
3690068,7932061,2,40
3690071,2014,2,247
3690071,2133,2,247
3690071,3926282,2,76
3690071,3926283,2,97
3690079,4459272,2,88
3690080,7920999,2,81
3690080,7921034,2,99
3690080,7932046,2,99
3690080,7932047,2,81
3690081,4036628,2,84
3690081,4459271,2,95
3690081,7920998,2,105
3690081,7920999,2,16
3690081,7932047,2,16
3690081,7932049,2,100
3690329,3685871,2,87
3690329,3685872,2,97
3690329,3685873,2,90
3690329,3685874,2,99
3690330,3685871,2,87
3690330,3685872,2,97
3690330,3685873,2,90
3690330,3685874,2,99
3690331,3685874,2,18
3690332,3685873,2,18
3690333,3685691,2,76
3690333,3685731,2,102
3690333,3685745,2,76
3690333,3685786,2,102
3690333,3685800,2,76
3690333,3685841,2,102
3690333,3685876,2,121
3690334,3685691,2,67
3690334,3685731,2,63
3690334,3685745,2,67
3690334,3685786,2,63
3690334,3685800,2,67
3690334,3685841,2,63
3690334,3685875,2,121
3690336,3685692,2,115
3690336,3685693,2,92
3690336,3685746,2,115
3690336,3685747,2,92
3690336,3685801,2,115
3690336,3685802,2,92
3690338,3685694,2,133
3690338,3685695,2,111
3690338,3685748,2,133
3690338,3685749,2,111
3690338,3685803,2,133
3690338,3685804,2,111
3690340,3685899,2,121
3690344,3685886,2,96
3690345,3685898,2,141
3690348,3685698,2,30
3690348,3685699,2,18
3690348,3685752,2,30
3690348,3685753,2,18
3690348,3685807,2,30
3690348,3685808,2,18
3690349,3685698,2,46
3690349,3685699,2,31
3690349,3685752,2,46
3690349,3685753,2,31
3690349,3685807,2,46
3690349,3685808,2,31
3690354,3685712,2,94
3690354,3685714,2,77
3690354,3685730,2,140
3690354,3685766,2,94
3690354,3685768,2,77
3690354,3685785,2,140
3690354,3685821,2,94
3690354,3685823,2,77
3690354,3685840,2,140
3690359,3685710,2,71
3690359,3685711,2,49
3690359,3685764,2,71
3690359,3685765,2,49
3690359,3685819,2,71
3690359,3685820,2,49
3690360,3685710,2,63
3690360,3685711,2,40
3690360,3685764,2,63
3690360,3685765,2,40
3690360,3685819,2,63
3690360,3685820,2,40
3690363,3685709,2,99
3690363,3685763,2,99
3690363,3685818,2,99
3690364,3685708,2,142
3690364,3685709,2,56
3690364,3685762,2,142
3690364,3685763,2,56
3690364,3685817,2,142
3690364,3685818,2,56
3690365,3685706,2,57
3690365,3685707,2,48
3690365,3685760,2,57
3690365,3685761,2,48
3690365,3685815,2,57
3690365,3685816,2,48
3690365,3685896,2,84
3690365,3685897,2,57
3690366,3685706,2,26
3690366,3685707,2,6
3690366,3685760,2,26
3690366,3685761,2,6
3690366,3685815,2,26
3690366,3685816,2,6
3690366,3685896,2,49
3690366,3685897,2,10
3690368,3685706,2,90
3690368,3685707,2,88
3690368,3685760,2,90
3690368,3685761,2,88
3690368,3685815,2,90
3690368,3685816,2,88
3690368,3685894,2,102
3690368,3685895,2,105
3690368,3685896,2,83
3690368,3685897,2,81
3690376,3685887,2,27
3690377,3685885,2,136
3690378,3685883,2,65
3690378,3685885,2,138
3690381,3685880,2,18
3690384,3685871,2,131
3690384,3685872,2,133
3690384,3685873,2,123
3690384,3685874,2,117
3690385,3685871,2,87
3690385,3685872,2,97
3690385,3685873,2,90
3690385,3685874,2,99
3690386,3685871,2,87
3690386,3685872,2,97
3690386,3685873,2,90
3690386,3685874,2,99
3690387,3685874,2,18
3690388,3685873,2,18
3690389,3685691,2,76
3690389,3685731,2,102
3690389,3685745,2,76
3690389,3685786,2,102
3690389,3685800,2,76
3690389,3685841,2,102
3690389,3685876,2,121
3690390,3685691,2,67
3690390,3685731,2,63
3690390,3685745,2,67
3690390,3685786,2,63
3690390,3685800,2,67
3690390,3685841,2,63
3690390,3685875,2,121
3690392,3685692,2,115
3690392,3685693,2,92
3690392,3685746,2,115
3690392,3685747,2,92
3690392,3685801,2,115
3690392,3685802,2,92
3690394,3685694,2,133
3690394,3685695,2,111
3690394,3685748,2,133
3690394,3685749,2,111
3690394,3685803,2,133
3690394,3685804,2,111
3690396,3685899,2,121
3690400,3685886,2,96
3690401,3685898,2,141
3690402,3685698,2,30
3690402,3685699,2,18
3690402,3685752,2,30
3690402,3685753,2,18
3690402,3685807,2,30
3690402,3685808,2,18
3690403,3685698,2,46
3690403,3685699,2,31
3690403,3685752,2,46
3690403,3685753,2,31
3690403,3685807,2,46
3690403,3685808,2,31
3690408,3685712,2,94
3690408,3685714,2,77
3690408,3685730,2,140
3690408,3685766,2,94
3690408,3685768,2,77
3690408,3685785,2,140
3690408,3685821,2,94
3690408,3685823,2,77
3690408,3685840,2,140
3690413,3685710,2,71
3690413,3685711,2,49
3690413,3685764,2,71
3690413,3685765,2,49
3690413,3685819,2,71
3690413,3685820,2,49
3690414,3685710,2,63
3690414,3685711,2,40
3690414,3685764,2,63
3690414,3685765,2,40
3690414,3685819,2,63
3690414,3685820,2,40
3690417,3685709,2,99
3690417,3685763,2,99
3690417,3685818,2,99
3690418,3685708,2,142
3690418,3685709,2,56
3690418,3685762,2,142
3690418,3685763,2,56
3690418,3685817,2,142
3690418,3685818,2,56
3690419,3685706,2,57
3690419,3685707,2,48
3690419,3685760,2,57
3690419,3685761,2,48
3690419,3685815,2,57
3690419,3685816,2,48
3690419,3685896,2,84
3690419,3685897,2,57
3690420,3685706,2,26
3690420,3685707,2,6
3690420,3685760,2,26
3690420,3685761,2,6
3690420,3685815,2,26
3690420,3685816,2,6
3690420,3685896,2,49
3690420,3685897,2,10
3690422,3685706,2,90
3690422,3685707,2,88
3690422,3685760,2,90
3690422,3685761,2,88
3690422,3685815,2,90
3690422,3685816,2,88
3690422,3685894,2,102
3690422,3685895,2,105
3690422,3685896,2,83
3690422,3685897,2,81
3690430,3685887,2,27
3690431,3685885,2,136
3690432,3685883,2,65
3690432,3685885,2,138
3690435,3685880,2,18
3690438,3685871,2,131
3690438,3685872,2,133
3690438,3685873,2,123
3690438,3685874,2,117
3690442,3685706,2,90
3690442,3685707,2,88
3690442,3685760,2,90
3690442,3685761,2,88
3690442,3685815,2,90
3690442,3685816,2,88
3690442,3685894,2,102
3690442,3685895,2,105
3690442,3685896,2,83
3690442,3685897,2,81
3690443,3685706,2,26
3690443,3685707,2,6
3690443,3685760,2,26
3690443,3685761,2,6
3690443,3685815,2,26
3690443,3685816,2,6
3690443,3685896,2,49
3690443,3685897,2,10
3690444,3685708,2,142
3690444,3685709,2,56
3690444,3685762,2,142
3690444,3685763,2,56
3690444,3685817,2,142
3690444,3685818,2,56
3690446,3685710,2,63
3690446,3685711,2,40
3690446,3685764,2,63
3690446,3685765,2,40
3690446,3685819,2,63
3690446,3685820,2,40
3690451,3685698,2,46
3690451,3685699,2,31
3690451,3685752,2,46
3690451,3685753,2,31
3690451,3685807,2,46
3690451,3685808,2,31
3690454,3685886,2,96
3690455,3685887,2,27
3690456,3685885,2,136
3690457,3685883,2,65
3690457,3685885,2,138
3690460,3685880,2,18
3690463,3685691,2,67
3690463,3685731,2,63
3690463,3685745,2,67
3690463,3685786,2,63
3690463,3685800,2,67
3690463,3685841,2,63
3690463,3685875,2,121
3690464,3685873,2,18
3690465,3685871,2,131
3690465,3685872,2,133
3690465,3685873,2,123
3690465,3685874,2,117
3690466,3685871,2,40
3690466,3685872,2,32
3690470,3685706,2,90
3690470,3685707,2,88
3690470,3685760,2,90
3690470,3685761,2,88
3690470,3685815,2,90
3690470,3685816,2,88
3690470,3685894,2,102
3690470,3685895,2,105
3690470,3685896,2,83
3690470,3685897,2,81
3690471,3685706,2,26
3690471,3685707,2,6
3690471,3685760,2,26
3690471,3685761,2,6
3690471,3685815,2,26
3690471,3685816,2,6
3690471,3685896,2,49
3690471,3685897,2,10
3690472,3685708,2,142
3690472,3685709,2,56
3690472,3685762,2,142
3690472,3685763,2,56
3690472,3685817,2,142
3690472,3685818,2,56
3690474,3685710,2,63
3690474,3685711,2,40
3690474,3685764,2,63
3690474,3685765,2,40
3690474,3685819,2,63
3690474,3685820,2,40
3690479,3685698,2,46
3690479,3685699,2,31
3690479,3685752,2,46
3690479,3685753,2,31
3690479,3685807,2,46
3690479,3685808,2,31
3690481,3685886,2,96
3690482,3685887,2,27
3690483,3685885,2,136
3690484,3685883,2,65
3690484,3685885,2,138
3690487,3685880,2,18
3690490,3685691,2,67
3690490,3685731,2,63
3690490,3685745,2,67
3690490,3685786,2,63
3690490,3685800,2,67
3690490,3685841,2,63
3690490,3685875,2,121
3690491,3685873,2,18
3690492,3685871,2,131
3690492,3685872,2,133
3690492,3685873,2,123
3690492,3685874,2,117
3690493,3685871,2,40
3690493,3685872,2,32
3708130,1838,2,286
3708130,2305,2,286
3708130,3682862,2,9
3708130,3682863,2,34
3708130,3682921,2,9
3708130,3682922,2,34
3708130,3682988,2,9
3708130,3686064,2,84
3708130,3922297,2,84
3708130,4028775,2,84
3708130,4028776,2,70
3708130,4028842,2,84
3708130,4028843,2,70
3708130,4036188,2,70
3708130,4036223,2,84
3708131,3682864,2,45
3708131,3682923,2,45
3708131,3682989,2,45
3708131,3686064,2,130
3708131,3922297,2,130
3708131,4028775,2,130
3708131,4028778,2,35
3708131,4028842,2,130
3708131,4028845,2,35
3708131,4036223,2,130
3708132,4028780,2,27
3708132,4028847,2,27
3708133,3686067,2,61
3708133,3922300,2,61
3708133,4028781,2,61
3708133,4028782,2,24
3708133,4028848,2,61
3708133,4028849,2,24
3708134,4028784,2,134
3708134,4028851,2,134
3708136,4028788,2,9
3708136,4028855,2,9
3708136,7305049,2,18
3708136,7305050,2,18
3708139,3686076,2,35
3708139,3922309,2,35
3708139,4028798,2,35
3708139,4028865,2,35
3708141,3686079,2,40
3708141,3922312,2,40
3708141,4028801,2,40
3708141,4028802,2,18
3708141,4028868,2,40
3708141,4028869,2,18
3708141,4028920,2,18
3708142,4028804,2,54
3708142,4028871,2,54
3708142,4028919,2,54
3708144,4028807,2,37
3708144,4028874,2,37
3708144,4028916,2,37
3708145,4028809,2,75
3708145,4028876,2,75
3708145,4028915,2,75
3708146,2010,2,209
3708146,2129,2,209
3708146,3682633,2,42
3708146,3682634,2,42
3708146,4028810,2,47
3708146,4028811,2,54
3708146,4028877,2,47
3708146,4028878,2,54
3708146,4028914,2,54
3708146,4208517,2,42
3708146,4208518,2,42
3715233,3682840,2,63
3715233,3682841,2,63
3715233,3682850,2,4
3715233,3682851,2,69
3715233,3683019,2,63
3715235,4614581,2,16
3715235,4614670,2,16
3715235,4614781,2,16
3715236,4364041,2,83
3715236,4614583,2,39
3715236,4614672,2,39
3715236,4614780,2,39
3716663,3682819,2,56
3716663,3682820,2,122
3716663,3682891,2,15
3716663,3682892,2,122
3716663,3682950,2,15
3716663,3682951,2,122
3716663,3683003,2,15
3716663,4614566,2,56
3716663,4614567,2,80
3716663,4614642,2,122
3716663,4614655,2,56
3716663,4614656,2,80
3716663,4614788,2,122
3716664,3682894,2,30
3716664,3682953,2,30
3716668,3682827,2,6
3716668,3682828,2,45
3716668,3682829,2,10
3716668,3682856,2,6
3716668,3682857,2,45
3716668,3682858,2,10
3716668,3683024,2,6
3716668,3683025,2,45
3716668,4614574,2,6
3716668,4614575,2,45
3716668,4614663,2,6
3716668,4614664,2,45
3716668,4614784,2,45
3716669,3683027,2,14
3716669,4614577,2,14
3716669,4614666,2,14
3716669,4614783,2,14
3716670,3682831,2,98
3716670,3682860,2,98
3716670,3683028,2,123
3716670,3683029,2,108
3716670,4614579,2,12
3716670,4614668,2,12
3716670,4614782,2,12
3716671,3616914,2,42
3718010,3619363,2,75
3718010,5150706,2,92
3718010,8219730,2,12
3718011,3619363,2,63
3718011,5150706,2,81
3718011,8219731,2,12
3718012,8219728,2,43
3718013,8219729,2,43
3718014,3619366,2,23
3718014,4036240,2,23
3718015,3619367,2,23
3718015,4036170,2,23
3718016,3619364,2,53
3718016,4036239,2,53
3718017,3619365,2,53
3718017,4036171,2,53
3718018,4036238,2,123
3718018,8219813,2,104
3718019,4036237,2,57
3718019,8219748,2,57
3718020,4036173,2,57
3718020,8219747,2,57
3718022,4036236,2,69
3718022,8219751,2,69
3718023,4036175,2,69
3718023,8219750,2,69
3718024,4036235,2,23
3718024,8219753,2,23
3718025,4036176,2,23
3718025,8219752,2,23
3718026,3619452,2,119
3718026,4036234,2,36
3718026,8219755,2,36
3718027,3619452,2,108
3718027,4036177,2,36
3718027,8219754,2,36
3718028,3619450,2,74
3718028,3619451,2,85
3718028,4036178,2,85
3718028,4036233,2,74
3718029,8219758,2,18
3718030,8219757,2,18
3718031,2024,2,220
3718031,2143,2,220
3718031,5150150,2,9
3718031,8219759,2,9
3718031,8219760,2,18
3718032,2024,2,220
3718032,2143,2,220
3718032,3619742,2,28
3718032,5150150,2,38
3718032,8219759,2,38
3718032,8219760,2,47
3718033,4036172,2,123
3718033,8219746,2,123
3718033,8219813,2,66
3718034,8516678,2,9
3718034,8516679,2,9
3718035,8516678,2,74
3718035,8516679,2,88
3718036,8516676,2,23
3718037,8516677,2,23
3718038,8516674,2,123
3718038,8516675,2,124
3718039,8516674,2,128
3718039,8516675,2,132
3718046,3619348,2,105
3718047,3619347,2,14
3718047,3619348,2,94
3718048,3619349,2,91
3718048,3619350,2,105
3718049,3619349,2,72
3718049,3619350,2,85
3718052,8219737,2,16
3718052,8219738,2,135
3718053,8219736,2,16
3718053,8219738,2,134
3718056,8219738,2,140
3718057,3619355,2,41
3718058,3619356,2,41
3718059,3619353,2,45
3718060,3619351,2,15
3718061,8219741,2,40
3718062,8219740,2,40
3718063,8219743,2,35
3718064,3619343,2,112
3718064,3619344,2,132
3718064,8219742,2,35
3718065,8219745,2,30
3718066,8219744,2,30
3718067,4036238,2,123
3718067,8219813,2,104
3718068,4036237,2,57
3718068,8219748,2,57
3718069,4036173,2,57
3718069,8219747,2,57
3718071,4036236,2,69
3718071,8219751,2,69
3718072,4036175,2,69
3718072,8219750,2,69
3718073,4036235,2,23
3718073,8219753,2,23
3718074,4036176,2,23
3718074,8219752,2,23
3718075,3619452,2,119
3718075,4036234,2,36
3718075,8219755,2,36
3718076,3619452,2,108
3718076,4036177,2,36
3718076,8219754,2,36
3718077,3619450,2,74
3718077,3619451,2,85
3718077,4036178,2,85
3718077,4036233,2,74
3718078,8219758,2,18
3718079,8219757,2,18
3718080,2024,2,220
3718080,2143,2,220
3718080,5150150,2,9
3718080,8219759,2,9
3718080,8219760,2,18
3718081,2024,2,211
3718081,2143,2,211
3718081,3619742,2,63
3718081,5150150,2,73
3718081,8219759,2,73
3718081,8219760,2,82
3718082,4036172,2,104
3718082,4036238,2,66
3718082,8219746,2,104
3718083,7170690,2,15
3718084,7161663,2,45
3718085,8219738,2,81
3718086,2024,2,211
3718086,2143,2,211
3718086,3619742,2,63
3718086,5150150,2,73
3718086,8219759,2,73
3718086,8219760,2,82
3718087,8219757,2,18
3718088,3619452,2,108
3718088,4036177,2,36
3718088,8219754,2,36
3718089,4036176,2,23
3718089,8219752,2,23
3718090,4036175,2,69
3718090,8219750,2,69
3718091,4036173,2,57
3718091,8219747,2,57
3718092,4036172,2,104
3718092,4036238,2,66
3718092,8219746,2,104
3718093,8219744,2,30
3718094,3619343,2,112
3718094,3619344,2,132
3718094,8219742,2,35
3718095,8219740,2,40
3718096,7170690,2,15
3718097,7161663,2,45
3718098,3619356,2,41
3718099,8219738,2,140
3718100,8219738,2,81
3718101,8219736,2,16
3718101,8219738,2,134
3718105,3619363,2,75
3718105,5150706,2,92
3718105,8219730,2,12
3718106,8219728,2,43
3718107,3619366,2,23
3718107,4036240,2,23
3718108,3619364,2,53
3718108,4036239,2,53
3718109,4036238,2,123
3718109,8219813,2,104
3718110,4036173,2,5
3718110,4036237,2,52
3718110,8219747,2,5
3718110,8219748,2,52
3718112,4036175,2,13
3718112,4036236,2,56
3718112,8219750,2,13
3718112,8219751,2,56
3718113,4036176,2,11
3718113,4036235,2,23
3718113,8219752,2,11
3718113,8219753,2,23
3718114,3619452,2,132
3718114,4036177,2,13
3718114,4036234,2,48
3718114,8219754,2,13
3718114,8219755,2,48
3718115,3619450,2,74
3718115,3619451,2,85
3718115,4036178,2,85
3718115,4036233,2,74
3718116,8219757,2,6
3718116,8219758,2,17
3718117,2024,2,214
3718117,2143,2,214
3718117,3619742,2,43
3718117,5150150,2,53
3718117,8219759,2,53
3718117,8219760,2,62
3729699,5122081,2,54
3729699,5221799,2,54
3729699,5370717,2,54
3729701,5122080,2,27
3729701,5221798,2,27
3729701,5370716,2,27
3729702,5122021,2,8
3729702,5122078,2,121
3729702,5122079,2,91
3729702,5221745,2,8
3729702,5221796,2,121
3729702,5221797,2,91
3729702,5370714,2,121
3729702,5370715,2,91
3729704,5122023,2,108
3729704,5122077,2,101
3729704,5221747,2,108
3729704,5221795,2,101
3729704,5370713,2,101
3730045,4124807,2,51
3730045,6446124,2,50
3730045,6446125,2,51
3730046,4124807,2,107
3730046,6446124,2,93
3730046,6446125,2,107
3730047,4124812,2,130
3730047,6446115,2,130
3730048,4124812,2,87
3730048,6446114,2,46
3730048,6446115,2,87
3730055,4378095,2,120
3730055,4378112,2,120
3730057,4378082,2,22
3730057,4390968,2,139
3730057,4390969,2,134
3730057,4834590,2,139
3730057,4834591,2,134
3730057,4834616,2,133
3730057,4834654,2,139
3730057,4834655,2,134
3730057,4834673,2,133
3730058,4390968,2,117
3730058,4390969,2,141
3730058,4834590,2,117
3730058,4834591,2,141
3730058,4834616,2,117
3730058,4834654,2,117
3730058,4834655,2,141
3730058,4834673,2,117
3730059,4378080,2,67
3730059,4378081,2,67
3730059,4378126,2,67
3730059,4834611,2,40
3730059,4834612,2,40
3730059,4834669,2,40
3730059,4834670,2,40
3730059,5396937,2,53
3730059,5396938,2,53
3730059,5397305,2,53
3730060,4378080,2,51
3730060,4378081,2,51
3730060,4378126,2,51
3730060,4834611,2,62
3730060,4834612,2,62
3730060,4834669,2,62
3730060,4834670,2,62
3730060,5396937,2,79
3730060,5396938,2,79
3730060,5397305,2,79
3730061,3686366,2,83
3730061,4390975,2,123
3730061,4834603,2,83
3730061,4834667,2,83
3730063,3686365,2,25
3730063,3686370,2,98
3730063,3686429,2,98
3730063,4390975,2,100
3730063,4834602,2,25
3730063,4834614,2,98
3730063,4834666,2,25
3730063,4834671,2,98
3730064,3686370,2,72
3730064,3686429,2,72
3730064,4390975,2,81
3730064,4834614,2,72
3730064,4834671,2,72
3730073,3686423,2,45
3730073,3686424,2,45
3730073,3686465,2,45
3730073,4909848,2,98
3730073,4909849,2,109
3730074,4909848,2,80
3730074,4909849,2,56
3730075,7170692,2,71
3730076,3686346,2,33
3730076,3686421,2,33
3730077,3686347,2,33
3730077,3686422,2,33
3730077,3686439,2,33
3730077,3686467,2,33
3730078,3686344,2,49
3730078,3686419,2,49
3730079,3686345,2,49
3730079,3686420,2,49
3730079,3686440,2,49
3730079,3686468,2,49
3730104,3686349,2,66
3730104,3686425,2,66
3730104,3686438,2,66
3730104,3686466,2,66
3730104,7170692,2,36
3730327,1735,2,206
3730327,2413,2,206
3730327,3442544,2,58
3730327,3442545,2,58
3730327,3763974,2,108
3730327,3763975,2,108
3730327,4889619,2,11
3730327,4889620,2,83
3730327,5122015,2,100
3730327,5138203,2,72
3730327,5221739,2,100
3730327,5325169,2,58
3730327,5325170,2,12
3730327,6041838,2,61
3730327,6041839,2,61
3730327,6861939,2,61
3730327,6861940,2,61
3730328,1735,2,243
3730328,2413,2,243
3730328,3763974,2,106
3730328,3763975,2,106
3730328,4889619,2,72
3730328,5138203,2,95
3730328,5325170,2,83
3730328,6041838,2,85
3730328,6041839,2,85
3730328,6861939,2,85
3730328,6861940,2,85
3730328,7945960,2,270
3730329,3763977,2,33
3730329,3781624,2,95
3730329,3781625,2,33
3730329,4889622,2,33
3730329,7275173,2,33
3730329,7275428,2,33
3730329,7376176,2,33
3730330,3763976,2,33
3730330,3781624,2,71
3730330,4889621,2,33
3730330,7275172,2,33
3730330,7275429,2,33
3730330,7376177,2,33
3730331,3763979,2,32
3730331,4889624,2,32
3730331,7275175,2,32
3730331,7275426,2,32
3730331,7376174,2,32
3730332,3763978,2,32
3730332,4889623,2,32
3730332,7275174,2,32
3730332,7275427,2,32
3730332,7376175,2,32
3730334,5161521,2,110
3730334,5161522,2,100
3730334,7275462,2,110
3730334,7376195,2,110
3730334,8273442,2,27
3730335,3764031,2,50
3730335,7275206,2,50
3730336,3764030,2,37
3730336,7275205,2,37
3730337,3763984,2,119
3730337,3764029,2,64
3730337,4458807,2,119
3730337,7275180,2,119
3730337,7275204,2,64
3730338,3763984,2,129
3730338,3764029,2,76
3730338,4458776,2,15
3730338,4458807,2,129
3730338,7275180,2,129
3730338,7275204,2,76
3730339,4255013,2,67
3730339,4458806,2,95
3730340,4255013,2,27
3730340,4458777,2,95
3730341,3786295,2,48
3730341,4458805,2,48
3730342,4458778,2,48
3730343,3786294,2,50
3730343,3786309,2,55
3730343,3786323,2,50
3730343,3786335,2,55
3730343,4124823,2,55
3730343,4458779,2,38
3730343,4458804,2,45
3730343,6446096,2,55
3730343,7275412,2,55
3730343,7376160,2,55
3730344,3786294,2,85
3730344,3786309,2,88
3730344,3786323,2,85
3730344,3786335,2,88
3730344,4458779,2,90
3730344,4458804,2,99
3730344,6446073,2,55
3730344,6446095,2,55
3730344,7275413,2,55
3730344,7376161,2,55
3730345,4124822,2,12
3730345,6446074,2,6
3730345,6446097,2,6
3730345,6446098,2,12
3730345,7275410,2,12
3730345,7275411,2,6
3730345,7376158,2,12
3730345,7376159,2,6
3730346,6446074,2,17
3730346,6446097,2,17
3730346,7275411,2,17
3730346,7376159,2,17
3730347,3786304,2,100
3730347,3786305,2,66
3730347,4124821,2,68
3730347,6446129,2,68
3730348,3786304,2,132
3730348,3786305,2,50
3730353,4834578,2,49
3730353,4834579,2,51
3730353,4834642,2,49
3730353,4834643,2,51
3730353,7275400,2,49
3730353,7275401,2,51
3730353,7376148,2,49
3730353,7376149,2,51
