from_stop_id,to_stop_id,transfer_type,min_transfer_time
1166824,7932086,2,243
1166824,7932087,2,243
1166824,7932088,2,250
1166824,7932089,2,268
1166825,7932086,2,243
1166825,7932087,2,243
1166825,7932088,2,250
1166825,7932089,2,268
1166826,3887747,2,279
1166826,4798880,2,252
1166826,7898957,2,252
1166826,7898981,2,252
1166826,7932082,2,217
1166826,7932083,2,202
1166827,3887747,2,279
1166827,4798880,2,252
1166827,7898957,2,252
1166827,7898981,2,252
1166827,7932082,2,217
1166827,7932083,2,202
1166830,1956,2,180
1166830,2211,2,180
1166830,7898846,2,216
1166830,7898847,2,196
1166830,7920845,2,216
1166830,7920846,2,196
1166830,7964940,2,196
1166830,7964982,2,216
1166830,7965042,2,216
1166830,7965043,2,196
1166830,8219797,2,196
1166830,8219798,2,216
1166831,1956,2,180
1166831,2211,2,180
1166831,7898846,2,216
1166831,7898847,2,196
1166831,7920845,2,216
1166831,7920846,2,196
1166831,7964940,2,196
1166831,7964982,2,216
1166831,7965042,2,216
1166831,7965043,2,196
1166831,8219797,2,196
1166831,8219798,2,216
1166832,1955,2,420
1166832,1956,2,180
1166832,2210,2,240
1166832,2211,2,180
1166832,3926298,2,259
1166832,3926299,2,265
1166832,3926339,2,216
1166832,4036205,2,259
1166832,4036206,2,197
1166832,4036207,2,265
1166832,4036640,2,266
1166832,4037183,2,266
1166832,4037184,2,265
1166832,4044996,2,259
1166832,4459260,2,265
1166832,7898839,2,205
1166832,7898840,2,205
1166832,7898842,2,190
1166832,7898843,2,207
1166832,7900243,2,265
1166832,7920978,2,266
1166832,7920979,2,259
1166832,7931530,2,259
1166832,7931560,2,240
1166832,7964942,2,189
1166832,7964943,2,240
1166832,7964978,2,259
1166832,7964979,2,190
1166832,7964980,2,207
1166832,7965036,2,259
1166832,7965037,2,240
1166832,7965038,2,190
1166832,7965039,2,207
1166832,7965055,2,189
1166832,8219801,2,207
1166832,8219802,2,265
1166832,8219803,2,259
1166832,8219804,2,272
1166832,8219805,2,207
1166833,1955,2,420
1166833,1956,2,180
1166833,2210,2,240
1166833,2211,2,180
1166833,3926298,2,259
1166833,3926299,2,265
1166833,3926339,2,216
1166833,4036205,2,259
1166833,4036206,2,197
1166833,4036207,2,265
1166833,4036640,2,266
1166833,4037183,2,266
1166833,4037184,2,265
1166833,4044996,2,259
1166833,4459260,2,265
1166833,7898839,2,205
1166833,7898840,2,205
1166833,7898842,2,190
1166833,7898843,2,207
1166833,7900243,2,265
1166833,7920978,2,266
1166833,7920979,2,259
1166833,7931530,2,259
1166833,7931560,2,240
1166833,7964942,2,189
1166833,7964943,2,240
1166833,7964978,2,259
1166833,7964979,2,190
1166833,7964980,2,207
1166833,7965036,2,259
1166833,7965037,2,240
1166833,7965038,2,190
1166833,7965039,2,207
1166833,7965055,2,189
1166833,8219801,2,207
1166833,8219802,2,265
1166833,8219803,2,259
1166833,8219804,2,272
1166833,8219805,2,207
1166834,1965,2,420
1166834,1967,2,480
1166834,2036,2,180
1166834,2155,2,180
1166834,2220,2,420
1166834,2222,2,480
1166834,4036649,2,314
1166834,4036769,2,187
1166834,4036822,2,314
1166834,4036985,2,200
1166834,4036986,2,189
1166834,4037196,2,221
1166834,4037197,2,207
1166834,4037198,2,194
1166834,4037199,2,308
1166834,4459252,2,246
1166834,4459253,2,221
1166834,6591456,2,200
1166834,6591457,2,204
1166834,7161643,2,213
1166834,7161644,2,194
1166834,7275450,2,243
1166834,7275451,2,207
1166834,7275452,2,266
1166834,7275453,2,208
1166834,7899577,2,243
1166834,7899616,2,245
1166834,7899983,2,204
1166834,7899984,2,204
1166834,7899985,2,157
1166834,7899986,2,314
1166834,7900042,2,243
1166834,7921060,2,157
1166834,7921061,2,308
1166834,7921099,2,243
1166834,7922510,2,152
1166834,7922511,2,152
1166834,7922512,2,346
1166834,7932206,2,245
1166834,7945885,2,213
1166834,7945916,2,245
1166834,7945917,2,200
1166835,1965,2,420
1166835,1967,2,480
1166835,2036,2,180
1166835,2155,2,180
1166835,2220,2,420
1166835,2222,2,480
1166835,4036649,2,314
1166835,4036769,2,187
1166835,4036822,2,314
1166835,4036985,2,200
1166835,4036986,2,189
1166835,4037196,2,221
1166835,4037197,2,207
1166835,4037198,2,194
1166835,4037199,2,308
1166835,4459252,2,246
1166835,4459253,2,221
1166835,6591456,2,200
1166835,6591457,2,204
1166835,7161643,2,213
1166835,7161644,2,194
1166835,7275450,2,243
1166835,7275451,2,207
1166835,7275452,2,266
1166835,7275453,2,208
1166835,7899577,2,243
1166835,7899616,2,245
1166835,7899983,2,204
1166835,7899984,2,204
1166835,7899985,2,157
1166835,7899986,2,314
1166835,7900042,2,243
1166835,7921060,2,157
1166835,7921061,2,308
1166835,7921099,2,243
1166835,7922510,2,152
1166835,7922511,2,152
1166835,7922512,2,346
1166835,7932206,2,245
1166835,7945885,2,213
1166835,7945916,2,245
1166835,7945917,2,200
1166838,7913223,2,193
1166838,8379445,2,193
1166838,8379519,2,186
1166839,7913223,2,193
1166839,8379445,2,193
1166839,8379519,2,186
1166840,1715,2,140
1166840,1724,2,180
1166840,2460,2,140
1166840,2469,2,180
1166840,3749688,2,108
1166840,3749689,2,212
1166840,3749690,2,210
1166840,3749691,2,252
1166840,3893335,2,187
1166840,3893336,2,187
1166840,4035038,2,215
1166840,4035039,2,215
1166840,4036660,2,254
1166840,4036661,2,196
1166840,4036747,2,210
1166840,4036748,2,196
1166840,4036749,2,226
1166840,4036827,2,254
1166840,4045022,2,210
1166840,4459239,2,226
1166840,4459240,2,210
1166840,4473190,2,215
1166840,4473191,2,215
1166840,4473192,2,252
1166840,5018190,2,254
1166840,5018191,2,196
1166840,5018192,2,226
1166840,7176249,2,254
1166840,7176250,2,196
1166840,7899121,2,204
1166840,7899122,2,205
